,Word,Rating,Year,Ship,Line,Negative,Positive,Total
0,11th deck,bad,2011,MSC Opera,Msc,1.0,0.0,1.0
1,12 loungers,good,2014,MSC Divina,Msc,0.0,1.0,1.0
2,12th deck,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3,12th deck,good,2013,MSC Lirica,Msc,0.0,1.0,1.0
4,13th deck,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
5,13th floor,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
6,13th floor,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
7,13yearold daughters,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
8,14th deck,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
9,15 min,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
10,15pack drink packages,good,2013,MSC Divina,Msc,0.0,1.0,1.0
11,19 night cruise,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
12,20th anniversary trip,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
13,20th wedding anniversary,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
14,25th wedding anniversary,bad,2010,MSC Fantasia,Msc,0.0,1.0,1.0
15,35th wedding anniversary,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
16,35th wedding anniversary,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
17,38 adult,good,2012,MSC Opera,Msc,0.0,1.0,1.0
18,40th wedding anniversary,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
19,40th wedding anniversary,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
20,40th wedding anniversary,good,2014,MSC Divina,Msc,0.0,1.0,1.0
21,4course meals,good,2014,MSC Divina,Msc,0.0,1.0,1.0
22,4d cinema,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
23,4d theater,good,2014,MSC Divina,Msc,1.0,0.0,1.0
24,60th birthday,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
25,60th birthday,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
26,60th birthday,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
27,75 cents,good,2013,MSC Divina,Msc,0.0,1.0,1.0
28,7am,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
29,7am excursion meeting,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
30,7day cruise,good,2012,MSC Lirica,Msc,0.0,1.0,1.0
31,7night cruise,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
32,8yearold son,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
33,a alcoholic beverages,good,2014,MSC Divina,Msc,0.0,1.0,1.0
34,abba tribute,good,2013,MSC Divina,Msc,0.0,1.0,1.0
35,abject misery,bad,2010,MSC Sinfonia,Msc,1.0,0.0,1.0
36,absolute best performances,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
37,absolute fortune,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
38,absolute fortune,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
39,absolute nightmare,good,2011,MSC Magnifica,Msc,1.0,0.0,1.0
40,absolute worst aspect,good,2014,MSC Lirica,Msc,1.0,0.0,1.0
41,absolutely beautiful place,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
42,absolutely beautiful ship,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
43,absolutely beautiful ship,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
44,absolutely best cabin,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
45,absolutely delicious leg,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
46,absolutely fantastic cruise,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
47,absolutely fantastic place,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
48,absolutely gorgeous furnishings,good,2008,MSC Musica,Msc,0.0,1.0,1.0
49,absolutely gorgeous ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
50,absolutely loved ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
51,absolutely mindblowing experience,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
52,absolutely outstanding performances,good,2013,MSC Opera,Msc,0.0,1.0,1.0
53,absolutely terrible experience,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
54,absolutely unbearable gaggle,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
55,abu dabhi airport,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
56,abundant lounges,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
57,acceptable entertainment,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
58,acceptable house wines,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
59,acceptable standard,good,2013,MSC Divina,Msc,0.0,1.0,1.0
60,access,good,2014,MSC Divina,Msc,0.0,1.0,1.0
61,accommodation,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
62,account,bad,2009,MSC Fantasia,Msc,0.0,1.0,1.0
63,accounting center,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
64,accounting desk,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
65,accounting office,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
66,accounting office,good,2010,MSC Magnifica,Msc,1.0,0.0,1.0
67,accounting staff,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
68,accounts staff,good,2013,MSC Armonia,Msc,1.0,0.0,1.0
69,accurate information,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
70,acidic heartburn,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
71,acrobatics team,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
72,action station,good,2013,MSC Splendida,Msc,1.0,0.0,1.0
73,activitiessmall cabin,good,2014,MSC Divina,Msc,1.0,0.0,1.0
74,actual food quality,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
75,actual opera stars,good,2014,MSC Divina,Msc,0.0,1.0,1.0
76,actually performance time,bad,2014,MSC Sinfonia,Msc,1.0,0.0,1.0
77,added bonus,good,2013,MSC Divina,Msc,0.0,1.0,1.0
78,additional bonus,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
79,additional charges,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
80,additional cost,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
81,additional cost,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
82,additional cost,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
83,additional seasoning,bad,2013,MSC Poesia,Msc,1.0,0.0,1.0
84,additional selections,good,2013,MSC Divina,Msc,0.0,1.0,1.0
85,adequate food,bad,2011,MSC Magnifica,Msc,1.0,0.0,1.0
86,adequate open areas,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
87,adequate quality,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
88,adequate room,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
89,adequate space,good,2013,MSC Orchestra,Msc,1.0,0.0,1.0
90,adjoining closet houses,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
91,adult areas,good,2014,MSC Divina,Msc,0.0,1.0,1.0
92,adult experience,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
93,adult related activities,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
94,adult traditional introduction,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
95,adultsonly sunbathing area,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
96,advanced technology,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
97,advertisement area,bad,2011,MSC Orchestra,Msc,1.0,0.0,1.0
98,aerobics classes,good,2014,MSC Sinfonia,Msc,0.0,1.0,1.0
99,afew tips,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
100,affordable rate,good,2013,MSC Divina,Msc,0.0,1.0,1.0
101,affordable way,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
102,aft balcony,good,2011,MSC Musica,Msc,0.0,2.0,2.0
103,aft lounge,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
104,aft pool,good,2014,MSC Divina,Msc,0.0,1.0,1.0
105,aft view,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
106,aftercruise blues syndrome,good,2014,MSC Divina,Msc,1.0,0.0,1.0
107,afternoon cookies,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
108,afternoon everyday,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
109,afternoon fountain drinks,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
110,afternoon tea,bad,2011,MSC Lirica,Msc,1.0,0.0,1.0
111,afternoon tea,good,2010,MSC Sinfonia,Msc,0.0,1.0,1.0
112,afternoon teas,good,2012,MSC Opera,Msc,0.0,1.0,1.0
113,age group,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
114,aggressive accounts office,bad,2009,MSC Sinfonia,Msc,1.0,0.0,1.0
115,aggressive taxi drivers,bad,2011,MSC Fantasia,Msc,0.0,1.0,1.0
116,ai package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
117,air aboard,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
118,air boat,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
119,air conditioned tour,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
120,air conditioning,bad,2014,MSC Magnifica,Msc,1.0,0.0,1.0
121,air conditioning controls,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
122,air fare,good,2014,MSC Divina,Msc,0.0,1.0,1.0
123,airboat ride,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
124,airport,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
125,airport,good,2014,MSC Fantasia,Msc,1.0,0.0,1.0
126,airport terminal,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
127,airy,bad,2012,MSC Divina,Msc,0.0,1.0,1.0
128,ala carte,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
129,ala carte menu,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
130,alchemy menu,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
131,alcoholic beverages,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
132,alcoholic drinks,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
133,alcoholic drinks,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
134,alcoholic drinks,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
135,aldo,good,2013,MSC Divina,Msc,0.0,1.0,1.0
136,all inclusive alcohol,good,2014,MSC Divina,Msc,0.0,1.0,1.0
137,allegressimo drink package,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
138,allegrisimo drinks package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
139,allegrisimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
140,allegrisimo package,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
141,allegrisimo package,good,2014,MSC Opera,Msc,0.0,1.0,1.0
142,allegrisimo package,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
143,allegrismo package,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
144,allegrissimo classic package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
145,allegrissimo drinks package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
146,allegrissimo package,good,2012,MSC Musica,Msc,0.0,1.0,1.0
147,allegrissimo package,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
148,allegrissimo package,good,2014,MSC Divina,Msc,1.0,0.0,1.0
149,allegrissimo package,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
150,allegrissimo premium package,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
151,allegrissmo drinks packages,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
152,alligator alley,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
153,allinclusive allegrissimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
154,allinclusive package,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
155,always lovely porters,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
156,amateur night,bad,2010,MSC Fantasia,Msc,1.0,0.0,1.0
157,amazing 2night getaway,good,2014,MSC Divina,Msc,0.0,1.0,1.0
158,amazing area,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
159,amazing choice,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
160,amazing cocktails,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
161,amazing cruise,good,2014,MSC Divina,Msc,0.0,1.0,1.0
162,amazing dancers,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
163,amazing dancers acrobats,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
164,amazing deck chairs,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
165,amazing desserts,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
166,amazing experience,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
167,amazing family portraits,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
168,amazing feats,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
169,amazing food,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
170,amazing food,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
171,amazing food,good,2011,MSC Musica,Msc,0.0,1.0,1.0
172,amazing food sculptures,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
173,amazing gelato,good,2011,MSC Musica,Msc,0.0,1.0,1.0
174,amazing gymnasts,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
175,amazing ice sculptures,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
176,amazing itinerary,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
177,amazing kaping,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
178,amazing lighting,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
179,amazing panoramic lifts,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
180,amazing quality camera,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
181,amazing selection,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
182,amazing service,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
183,amazing ship,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
184,amazing ship,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
185,amazing shows,good,2013,MSC Divina,Msc,0.0,1.0,1.0
186,amazing staff,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
187,amazing tenor voice,good,2014,MSC Divina,Msc,0.0,1.0,1.0
188,amazing trips,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
189,amazing vacation,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
190,amazing value,good,2014,MSC Opera,Msc,0.0,1.0,1.0
191,amazing value,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
192,amazing views,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
193,amazing views,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
194,amazing waiters,good,2013,MSC Divina,Msc,0.0,1.0,1.0
195,amazing way,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
196,amazing wrapround windows,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
197,amazingly beautiful ports,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
198,american ab,good,2014,MSC Divina,Msc,0.0,1.0,1.0
199,american companies,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
200,american counterparts,good,2013,MSC Magnifica,Msc,1.0,0.0,1.0
201,american cruise lines,bad,2013,MSC Preziosa,Msc,0.0,1.0,1.0
202,american customs,good,2008,MSC Lirica,Msc,1.0,0.0,1.0
203,american dinner,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
204,american guests,bad,2011,MSC Splendida,Msc,1.0,0.0,1.0
205,american junk food,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
206,american market,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
207,american market,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
208,american ports,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
209,american songs,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
210,american tastes,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
211,american travellers,good,2012,MSC Armonia,Msc,1.0,0.0,1.0
212,americans,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
213,americans,good,2010,MSC Splendida,Msc,1.0,0.0,1.0
214,ample choices,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
215,ample equipment,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
216,ample public spaces,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
217,ample public spaces,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
218,ample seating,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
219,ample seating,good,2015,MSC Divina,Msc,0.0,1.0,1.0
220,ample space,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
221,ample staff,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
222,ample storage space,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
223,ample storage space,good,2011,MSC Musica,Msc,0.0,1.0,1.0
224,ample storage space,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
225,ample time,good,2014,MSC Divina,Msc,0.0,1.0,1.0
226,ample wardrobe,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
227,ancient greek theatre,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
228,ancona,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
229,andre,good,2014,MSC Divina,Msc,0.0,1.0,1.0
230,angel hair pasta,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
231,angled balconies,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
232,angry passengers,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
233,animalshaped towels,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
234,animation staff,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
235,animation team,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
236,animation team,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
237,animation team,good,2013,MSC Divina,Msc,0.0,1.0,1.0
238,animation team,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
239,animation team,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
240,animation team members,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
241,ankle sprain,good,2014,MSC Preziosa,Msc,1.0,0.0,1.0
242,anniversary celebration cruise,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
243,annoying lines,good,2014,MSC Divina,Msc,1.0,0.0,1.0
244,annoying thing,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
245,annoying things,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
246,annoying woman,good,2011,MSC Opera,Msc,1.0,0.0,1.0
247,annual holiday,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
248,annual sailing,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
249,answer session,good,2014,MSC Divina,Msc,0.0,1.0,1.0
250,answer times,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
251,anti diarrhea medication,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
252,anticipated first experience,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
253,antigua 7am,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
254,apathetic staff syndrome,good,2013,MSC Divina,Msc,1.0,0.0,1.0
255,appalling quality,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
256,appetizer offerings,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
257,apple pie,bad,2014,MSC Magnifica,Msc,1.0,0.0,1.0
258,appropriate tour guide,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
259,arabesque restaurants,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
260,arche noah,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
261,arduous task,bad,2010,MSC Fantasia,Msc,1.0,0.0,1.0
262,area msc,good,2011,MSC Musica,Msc,0.0,1.0,1.0
263,areas,good,2012,MSC Divina,Msc,0.0,1.0,1.0
264,areassignageor bus transportsplan,bad,2011,MSC Splendida,Msc,1.0,0.0,1.0
265,aroma bar staff,good,2012,MSC Opera,Msc,0.0,1.0,1.0
266,arrival,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
267,arrogant crew members,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
268,arrogant people,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
269,arrogant stupidity,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
270,art deco,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
271,art deco style,good,2012,MSC Opera,Msc,0.0,1.0,1.0
272,art fitness equipment,good,2013,MSC Divina,Msc,0.0,1.0,1.0
273,artist elisa messina,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
274,ash trays,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
275,asian style dcor,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
276,asian trio,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
277,assistant cd,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
278,assistant hotel manager,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
279,assistant maitre,bad,2014,MSC Poesia,Msc,1.0,0.0,1.0
280,assistant waiter,good,2014,MSC Divina,Msc,0.0,1.0,1.0
281,assistant waiter onur,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
282,asst waiters,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
283,asthmatic gamers,good,2013,MSC Opera,Msc,1.0,0.0,1.0
284,athens convention obligations,bad,2011,MSC Musica,Msc,1.0,0.0,1.0
285,atlantic city,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
286,atlantic crossing,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
287,atrocious cruise,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
288,attentive crew,good,2013,MSC Opera,Msc,0.0,1.0,1.0
289,attentive head waiter,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
290,attentive service,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
291,attentive service,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
292,attentive staff,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
293,attentive waiters,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
294,attentive waiters,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
295,attitude waiters,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
296,attractive cruise deal,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
297,attractive decor,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
298,attractive drinks package,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
299,attractive packages,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
300,attractive presentation,good,2014,MSC Divina,Msc,0.0,1.0,1.0
301,attractive promotions,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
302,attractive ship,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
303,attractive shirtless male,good,2013,MSC Divina,Msc,0.0,1.0,1.0
304,aurea spa,bad,2013,MSC Musica,Msc,1.0,0.0,1.0
305,aurea spa,good,2013,MSC Divina,Msc,0.0,1.0,1.0
306,aureo spa,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
307,australian market,good,2014,MSC Orchestra,Msc,1.0,0.0,1.0
308,australian newspapers,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
309,australian table,bad,2013,MSC Splendida,Msc,0.0,1.0,1.0
310,authentic gelato,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
311,authentic italian sauces,good,2013,MSC Divina,Msc,0.0,1.0,1.0
312,authentic italianstyle pies,good,2014,MSC Divina,Msc,0.0,1.0,1.0
313,authentic margherita pizzas,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
314,authentically italian cuisine,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
315,automatic upgrade,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
316,available facilities,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
317,available staff,bad,2009,MSC Fantasia,Msc,1.0,0.0,1.0
318,available water fluids,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
319,average age,good,2010,MSC Magnifica,Msc,1.0,0.0,1.0
320,average age,good,2015,MSC Divina,Msc,1.0,0.0,1.0
321,average balcony brilliant,bad,2012,MSC Fantasia,Msc,0.0,1.0,1.0
322,average cruise fare,good,2013,MSC Divina,Msc,0.0,1.0,1.0
323,awesome background music,good,2009,MSC Splendida,Msc,0.0,1.0,1.0
324,awesome costumes,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
325,awesome dining staff,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
326,awesome experience,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
327,awesome job,bad,2014,MSC Poesia,Msc,0.0,1.0,1.0
328,awesome time,good,2014,MSC Magnifica,Msc,1.0,0.0,1.0
329,awesome tiramisu,good,2014,MSC Divina,Msc,0.0,1.0,1.0
330,awesome turtles,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
331,awesome value,good,2011,MSC Divina,Msc,0.0,1.0,1.0
332,awesome views,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
333,awful experience,good,2010,MSC Splendida,Msc,2.0,0.0,2.0
334,awful food,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
335,awful time,bad,2012,MSC Fantasia,Msc,1.0,0.0,1.0
336,ba flight,good,2014,MSC Divina,Msc,1.0,0.0,1.0
337,baby sitting services,bad,2011,MSC Sinfonia,Msc,1.0,0.0,1.0
338,baby turtle,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
339,bacardi factory,good,2015,MSC Divina,Msc,0.0,1.0,1.0
340,bad behavior,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
341,bad bits,bad,2011,MSC Musica,Msc,1.0,0.0,1.0
342,bad bits,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
343,bad business decision,good,2014,MSC Divina,Msc,1.0,0.0,1.0
344,bad case,good,2015,MSC Divina,Msc,1.0,0.0,1.0
345,bad comments,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
346,bad consistency,good,2011,MSC Poesia,Msc,1.0,0.0,1.0
347,bad cruise,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
348,bad cruise,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
349,bad cruise,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
350,bad customer relations,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
351,bad experience,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
352,bad experience,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
353,bad experience,bad,2013,MSC Lirica,Msc,1.0,0.0,1.0
354,bad experiences,good,2009,MSC Fantasia,Msc,1.0,0.0,1.0
355,bad food,bad,2008,MSC Lirica,Msc,1.0,0.0,1.0
356,bad food,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
357,bad food,bad,2011,MSC Fantasia,Msc,1.0,0.0,1.0
358,bad food,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
359,bad food,good,2013,MSC Divina,Msc,1.0,0.0,1.0
360,bad food,good,2013,MSC Poesia,Msc,1.0,0.0,1.0
361,bad foot,good,2014,MSC Divina,Msc,1.0,0.0,1.0
362,bad form,good,2008,MSC Lirica,Msc,1.0,0.0,1.0
363,bad guy,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
364,bad mannered people,good,2014,MSC Opera,Msc,1.0,0.0,1.0
365,bad mood,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
366,bad overall experience,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
