,Word,Rating,Year,Ship,Line,Negative,Positive,Total
1601,inconsistent food quality,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
1602,incredible desserts,good,2013,MSC Divina,Msc,0.0,1.0,1.0
1603,incredible entertainment,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1604,incredible good price,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1605,incredible place,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
1606,individual waiter service,good,2012,MSC Magnifica,Msc,0.0,1.0,1.0
1607,indonesian cabin steward,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1608,indonesian waiter,bad,2013,MSC Splendida,Msc,0.0,1.0,1.0
1609,indoor pool,bad,2012,MSC Splendida,Msc,0.0,1.0,1.0
1610,indooroutdoor forward pool,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1611,inefficient boarding procedures,bad,2012,MSC Splendida,Msc,1.0,0.0,1.0
1612,infinity pool,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1613,information opportunity,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1614,information packet,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1615,informative guide,bad,2010,MSC Orchestra,Msc,0.0,1.0,1.0
1616,initial embarkation,bad,2014,MSC Orchestra,Msc,1.0,0.0,1.0
1617,initial shock,bad,2012,MSC Splendida,Msc,1.0,0.0,1.0
1618,initiate feedback procedures,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
1619,innovative design,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
1620,insufficient english speakers,bad,2010,MSC Lirica,Msc,1.0,0.0,1.0
1621,insufficient room,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
1622,insurmountable odds,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
1623,inter trainment,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1624,interesting conversations,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1625,interesting fish dishes,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
1626,interesting mediterranean cocktails,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1627,interesting places,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1628,interesting sandwiches,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
1629,interesting stories,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1630,interior cabin,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1631,interior cabin experience,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1632,interior design,good,2009,MSC Splendida,Msc,0.0,1.0,1.0
1633,interminable disembarkment,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
1634,internet service,bad,2008,MSC Sinfonia,Msc,1.0,0.0,1.0
1635,intimate dining rooms,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
1636,invaluable service,good,2015,MSC Splendida,Msc,0.0,1.0,1.0
1637,invisibility,bad,2011,MSC Opera,Msc,1.0,0.0,1.0
1638,invisible cabin attendant,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1639,ipad sims,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1640,irish cause,bad,2011,MSC Fantasia,Msc,1.0,0.0,1.0
1641,irish entertainment,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
1642,irish entertainment,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1643,ironshore bock beers,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1644,issues people,good,2012,MSC Divina,Msc,1.0,0.0,1.0
1645,italian ambience,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
1646,italian based shows,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
1647,italian cruise company,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
1648,italian dishes,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
1649,italian dishes,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1650,italian flair,good,2009,MSC Splendida,Msc,0.0,1.0,1.0
1651,italian flavor,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1652,italian flavour,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1653,italian folk music,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
1654,italian inspired dishes,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1655,italian love songs,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1656,italian management staff,good,2013,MSC Splendida,Msc,1.0,0.0,1.0
1657,italian modern feel,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1658,italian passengers,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
1659,italian special restaurant,bad,2008,MSC Musica,Msc,2.0,0.0,2.0
1660,italian staff,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1661,italian style,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
1662,italian style menus,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
1663,italian water vistas,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
1664,italian water vistas,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1665,jackson tribute fantastic,good,2013,MSC Divina,Msc,0.0,1.0,1.0
1666,katakolon trip,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1667,kiddie pool,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1668,kiddie pools,good,2008,MSC Poesia,Msc,1.0,0.0,1.0
1669,kids area,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1670,kids club,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
1671,kids club,good,2008,MSC Poesia,Msc,1.0,0.0,1.0
1672,kids club,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1673,kids club disappointment,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1674,kids program,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1675,kidsno english pub,bad,2013,MSC Preziosa,Msc,0.0,1.0,1.0
1676,kind crew members,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1677,kitchen manager,good,2013,MSC Orchestra,Msc,1.0,0.0,1.0
1678,knowledgeable guide,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1679,la cabana,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1680,la fontane,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
1681,la muse,good,2012,MSC Divina,Msc,0.0,1.0,1.0
1682,lack,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
1683,ladies playing violin,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1684,land based vacations,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
1685,language barrier,bad,2011,MSC Fantasia,Msc,1.0,0.0,1.0
1686,language barrier,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1687,language issues,bad,2013,MSC Armonia,Msc,1.0,0.0,1.0
1688,larabesque dining room,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1689,large cruise lines,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
1690,large elegant ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1691,large glass,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
1692,large group,good,2012,MSC Poesia,Msc,1.0,0.0,1.0
1693,large hard plastic,good,2014,MSC Divina,Msc,1.0,0.0,1.0
1694,large mirrors,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
1695,large outdoor screen,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
1696,large panoramic window,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
1697,large pillings,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1698,large prawn,bad,2011,MSC Musica,Msc,1.0,0.0,1.0
1699,large range,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1700,large serving size,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
1701,large ship,good,2014,MSC Divina,Msc,1.0,0.0,1.0
1702,large ships,good,2010,MSC Fantasia,Msc,0.0,1.0,1.0
1703,large variety,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1704,large walkin closet,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1705,las vegas,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
1706,late afternoon,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1707,late arrival,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
1708,late evening sunsets,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1709,late night pizza,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
1710,late risers,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1711,late seating guests,good,2013,MSC Divina,Msc,0.0,1.0,1.0
1712,laundry special package,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1713,leaky showers,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
1714,leisure palaces,good,2012,MSC Musica,Msc,0.0,1.0,1.0
1715,leisurely dining experience,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1716,leisurely dinner,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1717,leisurely relaxed pace,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
1718,length windows,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1719,lengthy ques,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
1720,les marines restaurant,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
1721,life boat drill,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1722,light lunch,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
1723,light snacks,good,2013,MSC Opera,Msc,0.0,1.0,1.0
1724,light steak appetizer,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1725,limited offering,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1726,limited selection,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
1727,limp iceberg lettuce,bad,2010,MSC Magnifica,Msc,1.0,0.0,1.0
1728,lina mookerjee,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1729,linen lovely crisp,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1730,lirica food,good,2009,MSC Lirica,Msc,1.0,0.0,1.0
1731,little animals,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
1732,little back streets,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
1733,little background,good,2014,MSC Divina,Msc,1.0,0.0,1.0
1734,little bit,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1735,little boring,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
1736,little break,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
1737,little choice period,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
1738,little damper,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
1739,little english teleno,bad,2013,MSC Preziosa,Msc,0.0,1.0,1.0
1740,little hit,good,2014,MSC Poesia,Msc,1.0,0.0,1.0
1741,little interaction,bad,2013,MSC Armonia,Msc,1.0,0.0,1.0
1742,little meat,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
1743,little organization,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
1744,little plastic cup,bad,2008,MSC Musica,Msc,1.0,0.0,1.0
1745,little real variety,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
1746,little rude,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
1747,little sales pressure,good,2013,MSC Divina,Msc,1.0,0.0,1.0
1748,little skimpy,good,2013,MSC Poesia,Msc,1.0,0.0,1.0
1749,little things,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
1750,little tomato sauce,good,2011,MSC Poesia,Msc,1.0,0.0,1.0
1751,live music,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
1752,live music,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
1753,live music venues,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1754,lively dance routines,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1755,lively evening entertainment,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
1756,lively music poolside,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1757,lively ship,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
1758,local barrestaurant,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
1759,local cuisine,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
1760,local entertainers,bad,2012,MSC Opera,Msc,1.0,0.0,1.0
1761,local gifts,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1762,local information,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1763,local italian flavors,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
1764,local pub,bad,2010,MSC Fantasia,Msc,1.0,0.0,1.0
1765,local taxi,bad,2010,MSC Orchestra,Msc,0.0,1.0,1.0
1766,local tour guide,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1767,local wine shop,good,2008,MSC Sinfonia,Msc,0.0,1.0,1.0
1768,local winery,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
1769,location pleasant,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1770,logical layout,bad,2014,MSC Armonia,Msc,0.0,1.0,1.0
1771,london heathrow,bad,2011,MSC Fantasia,Msc,0.0,1.0,1.0
1772,long journey,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1773,long line,bad,2008,MSC Musica,Msc,1.0,0.0,1.0
1774,long overseas flight,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
1775,long time,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1776,long way,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
1777,longer queues,good,2013,MSC Divina,Msc,1.0,0.0,1.0
1778,longsleeved wetsuit,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
1779,loud italian families,good,2011,MSC Splendida,Msc,1.0,0.0,1.0
1780,loudest bars,good,2014,MSC Orchestra,Msc,1.0,0.0,1.0
1781,lounge chairs,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1782,lovely area,good,2010,MSC Sinfonia,Msc,0.0,1.0,1.0
1783,lovely art deco,bad,2008,MSC Opera,Msc,0.0,1.0,1.0
1784,lovely australian couple,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
1785,lovely australian couple,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
1786,lovely balcony,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
1787,lovely big towels,good,2011,MSC Musica,Msc,0.0,1.0,1.0
1788,lovely city,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
1789,lovely clean,good,2012,MSC Opera,Msc,0.0,1.0,1.0
1790,lovely clean ship,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
1791,lovely continental buffet,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1792,lovely corfu town,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1793,lovely cruise,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
1794,lovely decorated room,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1795,lovely desserts,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1796,lovely dinner table,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
1797,lovely family,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1798,lovely fellow passengers,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1799,lovely holiday,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1800,lovely live music,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1801,lovely memories,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1802,lovely new linens,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1803,lovely original design,good,2009,MSC Splendida,Msc,0.0,1.0,1.0
1804,lovely outdoor areas,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1805,lovely place,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
1806,lovely place,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1807,lovely prepared food,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
1808,lovely promenade,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1809,lovely reassuring advice,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
1810,lovely relaxed surroundings,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
1811,lovely relaxing area,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
1812,lovely setting,bad,2011,MSC Orchestra,Msc,0.0,1.0,1.0
1813,lovely ship,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
1814,lovely ship,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
1815,lovely ship,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1816,lovely ship,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1817,lovely squares,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1818,lovely sunbathing area,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
1819,lovely supriseour porter,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1820,lovely time,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1821,lovely visual condition,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
1822,lovely walkin closet,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1823,lovely wallpaper art,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
1824,lovely wallpaper art,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1825,low budget,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
1826,low ceilings,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1827,low expectations,good,2014,MSC Fantasia,Msc,1.0,0.0,1.0
1828,low expectations,good,2014,MSC Magnifica,Msc,1.0,0.0,1.0
1829,low quality ingredients,bad,2012,MSC Musica,Msc,1.0,0.0,1.0
1830,lucky persons,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
1831,luggage issue,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
1832,luis roberto matute,good,2013,MSC Opera,Msc,0.0,1.0,1.0
1833,lumpy mess,bad,2014,MSC Magnifica,Msc,1.0,0.0,1.0
1834,lumpy pillows,good,2011,MSC Poesia,Msc,1.0,0.0,1.0
1835,lunch buffet,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1836,lunch buffet,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1837,lunch buffets,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1838,lunch buffets,good,2011,MSC Musica,Msc,0.0,1.0,1.0
1839,lunch time restaurant,good,2012,MSC Magnifica,Msc,0.0,1.0,1.0
1840,luxurious living,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1841,luxurious space,bad,2009,MSC Musica,Msc,0.0,1.0,1.0
1842,luxurious yacht club,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1843,luxury design,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
1844,luxury holidays,good,2012,MSC Musica,Msc,0.0,1.0,1.0
1845,luxury quality,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
1846,luxury suites,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
1847,mad rush,good,2014,MSC Divina,Msc,1.0,0.0,1.0
1848,magic tricks,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1849,magnificent hallways,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1850,magnificent midnight buffets,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
1851,main bar menu,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
1852,main buffet restaurant,good,2013,MSC Divina,Msc,1.0,0.0,1.0
1853,main course rigatoni,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1854,main criticism,good,2014,MSC Preziosa,Msc,1.0,0.0,1.0
1855,main dining areas,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
1856,main dining restaurants,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
1857,main dining room,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
1858,main dining room,bad,2014,MSC Sinfonia,Msc,0.0,1.0,1.0
1859,main dining room,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1860,main dining room,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
1861,main dining room,good,2014,MSC Divina,Msc,1.0,1.0,2.0
1862,main dining rooms,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1863,main distraction,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
1864,main foyer,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
1865,main gripe,good,2012,MSC Opera,Msc,1.0,0.0,1.0
1866,main gripes,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
1867,main lobby,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1868,main lobby,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
1869,main lobby area,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
1870,main open area,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
1871,main pool,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
1872,main reception area,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1873,main restaurant,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
1874,main resturant,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
1875,main serving areas,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
1876,main shopping drag,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
1877,main stage shows,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1878,main theatre,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
1879,mainline business,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1880,maintainance men,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
1881,major cruise lines,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1882,major disappointment,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
1883,makes international travel,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1884,male opera singer,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
1885,managers information,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
1886,marco polo airport,good,2012,MSC Divina,Msc,0.0,1.0,1.0
1887,marinara sauce connoisseur,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1888,marvelous midnight buffet,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
1889,mass market lines,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
1890,match tables,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
1891,matress pad,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1892,mattress pad,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1893,mature couple,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
1894,meal time dinners,good,2015,MSC Divina,Msc,0.0,1.0,1.0
1895,meal times,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
1896,mean entitled travelers,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
1897,medical centre,bad,2010,MSC Magnifica,Msc,1.0,0.0,1.0
1898,medical staff,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1899,mediocre spaghetti bolognase,bad,2011,MSC Fantasia,Msc,1.0,0.0,1.0
1900,mediterranean twist,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1901,memorable cruise,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
1902,memorable cruise,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1903,memorable experience,good,2013,MSC Opera,Msc,0.0,1.0,1.0
1904,menacing way,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
1905,menu,bad,2011,MSC Musica,Msc,1.0,0.0,1.0
1906,menu minimum,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
1907,menu offerings,good,2015,MSC Divina,Msc,1.0,0.0,1.0
1908,mess hall,good,2015,MSC Divina,Msc,1.0,0.0,1.0
1909,message boards,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
1910,messy business,bad,2009,MSC Opera,Msc,1.0,0.0,1.0
1911,metal bar,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
1912,metal fork whilst,bad,2013,MSC Orchestra,Msc,1.0,0.0,1.0
1913,michael jackson,bad,2012,MSC Fantasia,Msc,0.0,1.0,1.0
1914,michael jackson,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
1915,michael jackson,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1916,michael jackson impersonator,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1917,michael jackson tribute,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
1918,michael jackson tribute,bad,2015,MSC Divina,Msc,0.0,1.0,1.0
1919,michael jackson tribute,good,2010,MSC Poesia,Msc,0.0,2.0,2.0
1920,michael jackson tribute,good,2011,MSC Divina,Msc,0.0,1.0,1.0
1921,michael jackson tribute,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
1922,michael jackson tribute,good,2013,MSC Divina,Msc,0.0,1.0,1.0
1923,michael jackson tribute,good,2014,MSC Divina,Msc,0.0,3.0,3.0
1924,michael jackson tribute,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1925,mid ships pool,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
1926,middle aged man,good,2014,MSC Divina,Msc,1.0,0.0,1.0
1927,midnight buffet,bad,2011,MSC Musica,Msc,0.0,1.0,1.0
1928,midnight buffets,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
1929,midnight buffets,good,2012,MSC Opera,Msc,0.0,1.0,1.0
1930,midnight snacks,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
1931,midnight snacks,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
1932,min bali massage,good,2010,MSC Sinfonia,Msc,0.0,1.0,1.0
1933,min bali massage,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
1934,mindless babble,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
1935,mini bar,bad,2012,MSC Musica,Msc,1.0,0.0,1.0
1936,mini cruises,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
1937,mini fridge,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
1938,mini putt,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
1939,mini store,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
1940,minor annoyances,good,2011,MSC Splendida,Msc,1.0,0.0,1.0
1941,minor complaint,good,2009,MSC Lirica,Msc,1.0,0.0,1.0
1942,minor complaints,good,2015,MSC Divina,Msc,1.0,0.0,1.0
1943,minor delay,good,2014,MSC Orchestra,Msc,1.0,0.0,1.0
1944,mins brillant,good,2014,MSC Opera,Msc,0.0,1.0,1.0
1945,miserable experience,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
1946,miserable people,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
1947,miss fish,bad,2013,MSC Armonia,Msc,1.0,0.0,1.0
1948,missing paper,bad,2012,MSC Fantasia,Msc,1.0,0.0,1.0
1949,mixed european flavour,good,2013,MSC Opera,Msc,0.0,1.0,1.0
1950,mixed reviews,good,2014,MSC Magnifica,Msc,1.0,0.0,1.0
1951,mixed reviews,good,2014,MSC Opera,Msc,1.0,0.0,1.0
1952,mobility impairments,good,2014,MSC Orchestra,Msc,1.0,0.0,1.0
1953,modest service,bad,2014,MSC Magnifica,Msc,0.0,1.0,1.0
1954,money service,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
1955,money sucking cruise,bad,2013,MSC Fantasia,Msc,1.0,0.0,1.0
1956,money trouble,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
1957,moody blues cruise,good,2013,MSC Poesia,Msc,1.0,0.0,1.0
1958,morning flights,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
1959,motown songs,good,2014,MSC Divina,Msc,0.0,1.0,1.0
1960,msc,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
