,Word,Rating,Year,Ship,Line,Negative,Positive,Total
0,11th deck,bad,2011,MSC Opera,Msc,1.0,0.0,1.0
1,12th deck,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
2,13th deck,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
3,13th floor,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
4,15 min,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
5,19 night cruise,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
6,20th anniversary trip,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
7,25th wedding anniversary,bad,2010,MSC Fantasia,Msc,0.0,1.0,1.0
8,35th wedding anniversary,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
9,40th wedding anniversary,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
10,40th wedding anniversary,good,2014,MSC Divina,Msc,0.0,1.0,1.0
11,4course meals,good,2014,MSC Divina,Msc,0.0,1.0,1.0
12,4d theater,good,2014,MSC Divina,Msc,1.0,0.0,1.0
13,60th birthday,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
14,75 cents,good,2013,MSC Divina,Msc,0.0,1.0,1.0
15,a alcoholic beverages,good,2014,MSC Divina,Msc,0.0,1.0,1.0
16,abject misery,bad,2010,MSC Sinfonia,Msc,1.0,0.0,1.0
17,absolute worst aspect,good,2014,MSC Lirica,Msc,1.0,0.0,1.0
18,absolutely beautiful place,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
19,absolutely beautiful ship,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
20,absolutely best cabin,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
21,absolutely fantastic cruise,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
22,absolutely gorgeous furnishings,good,2008,MSC Musica,Msc,0.0,1.0,1.0
23,absolutely gorgeous ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
24,absolutely loved ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
25,absolutely mindblowing experience,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
26,absolutely terrible experience,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
27,absolutely unbearable gaggle,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
28,abu dabhi airport,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
29,acceptable standard,good,2013,MSC Divina,Msc,0.0,1.0,1.0
30,accounts staff,good,2013,MSC Armonia,Msc,1.0,0.0,1.0
31,acidic heartburn,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
32,acrobatics team,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
33,actual food quality,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
34,actually performance time,bad,2014,MSC Sinfonia,Msc,1.0,0.0,1.0
35,added bonus,good,2013,MSC Divina,Msc,0.0,1.0,1.0
36,additional seasoning,bad,2013,MSC Poesia,Msc,1.0,0.0,1.0
37,adequate food,bad,2011,MSC Magnifica,Msc,1.0,0.0,1.0
38,adequate open areas,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
39,adequate quality,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
40,adult areas,good,2014,MSC Divina,Msc,0.0,1.0,1.0
41,adultsonly sunbathing area,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
42,afew tips,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
43,affordable rate,good,2013,MSC Divina,Msc,0.0,1.0,1.0
44,affordable way,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
45,aft balcony,good,2011,MSC Musica,Msc,0.0,1.0,1.0
46,aft pool,good,2014,MSC Divina,Msc,0.0,1.0,1.0
47,aft view,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
48,aftercruise blues syndrome,good,2014,MSC Divina,Msc,1.0,0.0,1.0
49,afternoon everyday,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
50,afternoon teas,good,2012,MSC Opera,Msc,0.0,1.0,1.0
51,air conditioned tour,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
52,airboat ride,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
53,airport terminal,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
54,alcoholic drinks,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
55,all inclusive alcohol,good,2014,MSC Divina,Msc,0.0,1.0,1.0
56,allegressimo drink package,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
57,allegrisimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
58,allegrisimo package,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
59,allegrissimo classic package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
60,allegrissimo drinks package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
61,allegrissimo package,good,2012,MSC Musica,Msc,0.0,1.0,1.0
62,allegrissmo drinks packages,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
63,allinclusive allegrissimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
64,allinclusive package,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
65,always lovely porters,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
66,amateur night,bad,2010,MSC Fantasia,Msc,1.0,0.0,1.0
67,amazing choice,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
68,amazing cruise,good,2014,MSC Divina,Msc,0.0,1.0,1.0
69,amazing dancers,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
70,amazing desserts,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
71,amazing family portraits,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
72,amazing food,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
73,amazing food,good,2011,MSC Musica,Msc,0.0,1.0,1.0
74,amazing food sculptures,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
75,amazing itinerary,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
76,amazing kaping,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
77,amazing lighting,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
78,amazing panoramic lifts,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
79,amazing quality camera,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
80,amazing selection,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
81,amazing service,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
82,amazing ship,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
83,amazing shows,good,2013,MSC Divina,Msc,0.0,1.0,1.0
84,amazing tenor voice,good,2014,MSC Divina,Msc,0.0,1.0,1.0
85,amazing trips,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
86,amazing value,good,2014,MSC Opera,Msc,0.0,1.0,1.0
87,amazing value,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
88,amazing views,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
89,amazing way,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
90,american companies,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
91,american cruise lines,bad,2013,MSC Preziosa,Msc,0.0,1.0,1.0
92,american junk food,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
93,american market,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
94,american travellers,good,2012,MSC Armonia,Msc,1.0,0.0,1.0
95,ample choices,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
96,ample equipment,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
97,ample public spaces,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
98,ample seating,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
99,ample space,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
100,ancient greek theatre,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
101,animation staff,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
102,animation team,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
103,animation team,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
104,anniversary celebration cruise,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
105,annoying thing,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
106,annual holiday,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
107,anti diarrhea medication,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
108,apple pie,bad,2014,MSC Magnifica,Msc,1.0,0.0,1.0
109,arche noah,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
110,areassignageor bus transportsplan,bad,2011,MSC Splendida,Msc,1.0,0.0,1.0
111,aroma bar staff,good,2012,MSC Opera,Msc,0.0,1.0,1.0
112,arrogant crew members,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
113,arrogant stupidity,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
114,art deco,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
115,art deco style,good,2012,MSC Opera,Msc,0.0,1.0,1.0
116,asian trio,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
117,assistant cd,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
118,assistant hotel manager,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
119,assistant maitre,bad,2014,MSC Poesia,Msc,1.0,0.0,1.0
120,asst waiters,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
121,atlantic city,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
122,atlantic crossing,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
123,attentive crew,good,2013,MSC Opera,Msc,0.0,1.0,1.0
124,attentive head waiter,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
125,attentive waiters,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
126,attentive waiters,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
127,attractive cruise deal,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
128,attractive packages,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
129,aurea spa,good,2013,MSC Divina,Msc,0.0,1.0,1.0
130,australian table,bad,2013,MSC Splendida,Msc,0.0,1.0,1.0
131,authentic gelato,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
132,authentic italianstyle pies,good,2014,MSC Divina,Msc,0.0,1.0,1.0
133,authentically italian cuisine,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
134,available staff,bad,2009,MSC Fantasia,Msc,1.0,0.0,1.0
135,average balcony brilliant,bad,2012,MSC Fantasia,Msc,0.0,1.0,1.0
136,awesome background music,good,2009,MSC Splendida,Msc,0.0,1.0,1.0
137,awesome dining staff,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
138,awesome job,bad,2014,MSC Poesia,Msc,0.0,1.0,1.0
139,awesome time,good,2014,MSC Magnifica,Msc,1.0,0.0,1.0
140,awesome views,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
141,baby sitting services,bad,2011,MSC Sinfonia,Msc,1.0,0.0,1.0
142,bad bits,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
143,bad business decision,good,2014,MSC Divina,Msc,1.0,0.0,1.0
144,bad cruise,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
145,bad cruise,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
146,bad customer relations,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
147,bad experience,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
148,bad food,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
149,bad food,bad,2011,MSC Fantasia,Msc,1.0,0.0,1.0
150,bad food,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
151,bad parts,bad,2013,MSC Lirica,Msc,1.0,0.0,1.0
152,bad points,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
153,bad poolside service,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
154,bad review,bad,2014,MSC Musica,Msc,1.0,0.0,1.0
155,bad reviews,bad,2011,MSC Magnifica,Msc,1.0,0.0,1.0
156,bad reviews,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
157,bad reviews,good,2012,MSC Poesia,Msc,1.0,0.0,1.0
158,bad reviews,good,2014,MSC Divina,Msc,1.0,0.0,1.0
159,bad reviews,good,2014,MSC Opera,Msc,2.0,0.0,2.0
160,bad school cafeteria,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
161,bad service,bad,2010,MSC Lirica,Msc,1.0,0.0,1.0
162,bad service,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
163,bad staff attitudes,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
164,bad start,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
165,bad taste,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
166,bad things,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
167,bad weather conditions,good,2012,MSC Sinfonia,Msc,1.0,0.0,1.0
168,badly mannered cruise,bad,2013,MSC Splendida,Msc,1.0,0.0,1.0
169,baked alaska parade,good,2015,MSC Divina,Msc,0.0,1.0,1.0
170,baked tomatoes,bad,2008,MSC Sinfonia,Msc,0.0,1.0,1.0
171,balcony cabin,bad,2012,MSC Fantasia,Msc,0.0,1.0,1.0
172,balcony cabin,bad,2013,MSC Lirica,Msc,0.0,1.0,1.0
173,balcony cabin,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
174,balcony cabin,good,2012,MSC Divina,Msc,0.0,1.0,1.0
175,balcony cabin,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
176,balcony cabin,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
177,balcony cabin,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
178,balcony cabin,good,2013,MSC Divina,Msc,0.0,1.0,1.0
179,balcony cabin,good,2013,MSC Fantasia,Msc,0.0,2.0,2.0
180,balcony cabin,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
181,balcony cabin,good,2014,MSC Divina,Msc,0.0,3.0,3.0
182,balcony cabins,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
183,balcony cabins,good,2014,MSC Divina,Msc,0.0,2.0,2.0
184,balcony experience,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
185,balcony fine,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
186,balcony guarantee,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
187,balcony next time,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
188,balcony nice seating,good,2014,MSC Divina,Msc,0.0,1.0,1.0
189,balcony reading,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
190,balcony repaired whilst,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
191,balcony room,bad,2012,MSC Divina,Msc,1.0,0.0,1.0
192,balcony room,bad,2014,MSC Divina,Msc,1.0,1.0,2.0
193,balcony room,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
194,balcony room,good,2013,MSC Divina,Msc,0.0,1.0,1.0
195,balcony room,good,2014,MSC Divina,Msc,0.0,1.0,1.0
196,balcony room,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
197,balcony stateroom,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
198,balcony suite,bad,2012,MSC Sinfonia,Msc,0.0,2.0,2.0
199,balcony suite,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
200,bali massage,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
201,bali style massage,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
202,balinese crew,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
203,ballroom dancing,bad,2013,MSC Poesia,Msc,0.0,1.0,1.0
204,baltic cruises,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
205,banquet seating,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
206,bar personnel,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
207,bar prices,good,2013,MSC Opera,Msc,1.0,0.0,1.0
208,bar service,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
209,bar service,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
210,bar service,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
211,bar service,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
212,bar service,good,2013,MSC Armonia,Msc,1.0,0.0,1.0
213,bar service,good,2013,MSC Opera,Msc,1.0,0.0,1.0
214,bar staff,bad,2012,MSC Divina,Msc,1.0,0.0,1.0
215,bar staff,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
216,bar staff,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
217,barcelonaa night,bad,2010,MSC Orchestra,Msc,0.0,1.0,1.0
218,barely time,good,2010,MSC Poesia,Msc,1.0,0.0,1.0
219,bars galore,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
220,basic capitalist tenant,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
221,basic cruise ship,good,2014,MSC Divina,Msc,0.0,1.0,1.0
222,bath room,good,2013,MSC Opera,Msc,0.0,1.0,1.0
223,bathroom floor,bad,2014,MSC Poesia,Msc,1.0,0.0,1.0
224,bautifully presented ice,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
225,beautiful areas,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
226,beautiful brass,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
227,beautiful breathtaking views,good,2012,MSC Divina,Msc,0.0,1.0,1.0
228,beautiful clear skies,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
229,beautiful costumes,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
230,beautiful costuming,good,2014,MSC Divina,Msc,0.0,1.0,1.0
231,beautiful frescoes,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
232,beautiful gleaming ship,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
233,beautiful inside,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
234,beautiful italian decor,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
235,beautiful main dining,good,2014,MSC Divina,Msc,0.0,1.0,1.0
236,beautiful parts,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
237,beautiful place,good,2014,MSC Divina,Msc,0.0,1.0,1.0
238,beautiful place,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
239,beautiful places,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
240,beautiful port,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
241,beautiful public rooms,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
242,beautiful setting,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
243,beautiful ship,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
244,beautiful ship,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
245,beautiful ship,good,2010,MSC Poesia,Msc,0.0,2.0,2.0
246,beautiful ship,good,2013,MSC Divina,Msc,0.0,1.0,1.0
247,beautiful shipand,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
248,beautiful stateroom,good,2014,MSC Divina,Msc,0.0,1.0,1.0
249,beautifully prepared food,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
250,beef pasta pizza,good,2014,MSC Opera,Msc,0.0,1.0,1.0
251,bellini deck,bad,2013,MSC Lirica,Msc,0.0,1.0,1.0
252,ben jebar mtbjebara,bad,2013,MSC Splendida,Msc,0.0,1.0,1.0
253,berth cabin,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
254,best baked alaska,good,2014,MSC Divina,Msc,0.0,1.0,1.0
255,best bargain,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
256,best cruise ship,good,2014,MSC Divina,Msc,0.0,1.0,1.0
257,best cruises,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
258,best cruises,good,2014,MSC Opera,Msc,0.0,1.0,1.0
259,best desert,bad,2014,MSC Magnifica,Msc,1.0,0.0,1.0
260,best dessert,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
261,best european friends,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
262,best family vacation,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
263,best food,bad,2014,MSC Divina,Msc,0.0,2.0,2.0
264,best italian cuisine,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
265,best italian icecream,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
266,best items,good,2015,MSC Divina,Msc,0.0,1.0,1.0
267,best midnight,good,2013,MSC Divina,Msc,0.0,1.0,1.0
268,best msc,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
269,best overall cruise,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
270,best overall line,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
271,best piece,bad,2012,MSC Armonia,Msc,0.0,1.0,1.0
272,best pizza,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
273,best quality,good,2011,MSC Musica,Msc,0.0,1.0,1.0
274,best reserved dinning,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
275,best seating locations,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
276,best tasting coffee,bad,2010,MSC Splendida,Msc,0.0,1.0,1.0
277,best thing,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
278,best things,good,2014,MSC Divina,Msc,0.0,1.0,1.0
279,best things,good,2015,MSC Divina,Msc,0.0,1.0,1.0
280,best waiter,good,2013,MSC Opera,Msc,0.0,1.0,1.0
281,best way,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
282,best western oceanview,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
283,better choice,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
284,better cruising options,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
285,better culinary skills,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
286,better customer service,good,2014,MSC Divina,Msc,0.0,1.0,1.0
287,better food,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
288,better luck,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
289,better menu,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
290,better product offering,bad,2010,MSC Magnifica,Msc,0.0,1.0,1.0
291,better public relations,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
292,better quality cruise,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
293,big clunky ones,good,2013,MSC Divina,Msc,1.0,0.0,1.0
294,big confusion,bad,2008,MSC Musica,Msc,1.0,0.0,1.0
295,big cruise line,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
296,big dance floor,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
297,big dining room,bad,2012,MSC Opera,Msc,1.0,0.0,1.0
298,big disappointment,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
299,big disappointment,good,2014,MSC Divina,Msc,1.0,0.0,1.0
300,big food disappointment,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
301,big hassle,good,2009,MSC Lirica,Msc,1.0,0.0,1.0
302,big mistake,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
303,big mistake,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
304,big mistake,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
305,big outbreak,bad,2008,MSC Musica,Msc,1.0,0.0,1.0
306,big pleasure,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
307,big problem,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
308,big queue,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
309,big smile,bad,2013,MSC Poesia,Msc,0.0,1.0,1.0
310,big smile,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
311,big smile,good,2013,MSC Divina,Msc,0.0,1.0,1.0
312,big window,good,2013,MSC Opera,Msc,0.0,1.0,1.0
313,bigger hole,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
314,biggest complaint,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
315,biggest complaint,good,2012,MSC Poesia,Msc,1.0,0.0,1.0
316,biggest disappointment,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
317,biggest disappointment,bad,2012,MSC Sinfonia,Msc,1.0,0.0,1.0
318,biggest disappointment,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
319,biggest rip,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
320,bike friendly cities,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
321,bingo entertainment,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
322,bit boring,good,2014,MSC Orchestra,Msc,1.0,0.0,1.0
323,bit chaoticyou,good,2014,MSC Opera,Msc,0.0,1.0,1.0
324,bit hit,bad,2013,MSC Armonia,Msc,1.0,0.0,1.0
325,bit manic,good,2011,MSC Splendida,Msc,1.0,0.0,1.0
326,bit shambolicbuffet breakfast,bad,2013,MSC Opera,Msc,1.0,0.0,1.0
327,bitter taste,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
328,black crab,good,2013,MSC Divina,Msc,0.0,1.0,1.0
329,black crab,good,2014,MSC Divina,Msc,0.0,1.0,1.0
330,black crab decor,good,2013,MSC Divina,Msc,0.0,1.0,1.0
331,black crab restaurant,good,2015,MSC Divina,Msc,0.0,1.0,1.0
332,bland commercial pop,good,2012,MSC Poesia,Msc,1.0,0.0,1.0
333,bland food,good,2014,MSC Divina,Msc,1.0,0.0,1.0
334,bland pudding,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
335,blonde cheerleader type,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
336,blood oranges,bad,2008,MSC Sinfonia,Msc,0.0,1.0,1.0
337,blue card,good,2013,MSC Opera,Msc,0.0,1.0,1.0
338,blue cheese sauce,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
339,blue groups,good,2014,MSC Divina,Msc,0.0,1.0,1.0
340,blue lounge,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
341,blue marlin bar,good,2012,MSC Musica,Msc,1.0,0.0,1.0
342,blue roofs,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
343,blueberry cheesecake,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
344,board account,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
345,board cabin,bad,2013,MSC Armonia,Msc,0.0,1.0,1.0
346,board entertainment,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
347,board experience,bad,2014,MSC Sinfonia,Msc,0.0,1.0,1.0
348,board msc,good,2014,MSC Divina,Msc,0.0,1.0,1.0
349,board msc fantasia,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
350,boarding process,good,2009,MSC Musica,Msc,0.0,1.0,1.0
351,bold review,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
352,bonus slot play,good,2014,MSC Divina,Msc,0.0,1.0,1.0
353,bora bora,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
354,bora bora,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
355,borghese dining room,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
356,boring cnn,good,2009,MSC Opera,Msc,1.0,0.0,1.0
357,boring process,good,2013,MSC Fantasia,Msc,1.0,0.0,1.0
358,boring staid smokey,bad,2012,MSC Fantasia,Msc,1.0,0.0,1.0
359,bottled water,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
360,boulder strewn death,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
361,boyspoor hygiene,bad,2013,MSC Opera,Msc,0.0,1.0,1.0
362,brash behavior,good,2009,MSC Poesia,Msc,1.0,0.0,1.0
363,bread chefs,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
364,breakfast buffet,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
365,breakfast buffet,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
366,breakfast buffet,good,2014,MSC Divina,Msc,0.0,1.0,1.0
367,breakfast time,bad,2010,MSC Splendida,Msc,0.0,1.0,1.0
