,Word,Rating,Year,Ship,Line,Negative,Positive,Total
0, unacceptable,bad,2011,MSC Sinfonia,Msc,1.0,0.0,1.0
1,11nights cruise,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
2,11th cruise,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3,11th deck,bad,2011,MSC Opera,Msc,1.0,0.0,1.0
4,11th floor,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
5,11th floor,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
6,12 hour,good,2012,MSC Poesia,Msc,1.0,0.0,1.0
7,12 loungers,good,2014,MSC Divina,Msc,0.0,1.0,1.0
8,12th deck,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
9,12th deck,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
10,12th deck,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
11,12th deck,good,2013,MSC Lirica,Msc,0.0,1.0,1.0
12,13 times,good,2014,MSC Orchestra,Msc,1.0,0.0,1.0
13,13th deck,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
14,13th floor,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
15,13th floor,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
16,13th floor cafeteria,bad,2014,MSC Poesia,Msc,1.0,0.0,1.0
17,13yearold daughters,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
18,14th deck,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
19,14th deck,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
20,14th floor,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
21,15 min,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
22,15 min,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
23,15 minutes,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
24,15pack drink packages,good,2013,MSC Divina,Msc,0.0,1.0,1.0
25,19 night cruise,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
26,1l water,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
27,1l water bottle,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
28,2022 knots,good,2010,MSC Splendida,Msc,1.0,0.0,1.0
29,20th anniversary trip,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
30,20th wedding anniversary,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
31,24 hour,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
32,247,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
33,25th wedding anniversary,bad,2010,MSC Fantasia,Msc,0.0,1.0,1.0
34,25th wedding anniversary,good,2014,MSC Divina,Msc,0.0,1.0,1.0
35,27th cruise,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
36,2hour tour,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
37,2night cruise,good,2014,MSC Divina,Msc,0.0,1.0,1.0
38,2only beverage stations,bad,2012,MSC Poesia,Msc,0.0,1.0,1.0
39,2star chef mauro,bad,2010,MSC Orchestra,Msc,0.0,1.0,1.0
40,30th wedding anniversary,bad,2010,MSC Opera,Msc,0.0,1.0,1.0
41,35th wedding anniversary,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
42,35th wedding anniversary,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
43,38 adult,good,2012,MSC Opera,Msc,0.0,1.0,1.0
44,39th wedding anniversary,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
45,40person hydrotherapy pool,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
46,40th anniversary,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
47,40th wedding anniversary,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
48,40th wedding anniversary,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
49,40th wedding anniversary,good,2014,MSC Divina,Msc,0.0,1.0,1.0
50,45th wedding anniversary,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
51,47th cruise,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
52,4course meals,good,2014,MSC Divina,Msc,0.0,1.0,1.0
53,4d cinema,bad,2013,MSC Preziosa,Msc,1.0,0.0,1.0
54,4d cinema,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
55,4d theater,good,2014,MSC Divina,Msc,1.0,0.0,1.0
56,4hour flight delay,good,2012,MSC Splendida,Msc,1.0,0.0,1.0
57,50th anniversary,good,2014,MSC Opera,Msc,0.0,1.0,1.0
58,5fm publicity,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
59,60th birthday,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
60,60th birthday,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
61,60th birthday,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
62,6am,bad,2014,MSC Opera,Msc,1.0,0.0,1.0
63,75 cents,good,2013,MSC Divina,Msc,0.0,1.0,1.0
64,7am,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
65,7am excursion meeting,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
66,7day cruise,good,2012,MSC Lirica,Msc,0.0,1.0,1.0
67,7night cruise,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
68,8yearold son,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
69,a alcoholic beverages,good,2014,MSC Divina,Msc,0.0,1.0,1.0
70,abba tribute,good,2013,MSC Divina,Msc,0.0,1.0,1.0
71,abject misery,bad,2010,MSC Sinfonia,Msc,1.0,0.0,1.0
72,abridged version,good,2013,MSC Opera,Msc,1.0,0.0,1.0
73,abrupt manager,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
74,absence sheer terror,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
75,absolute best performances,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
76,absolute disaster,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
77,absolute favorite port,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
78,absolute fortune,bad,2011,MSC Armonia,Msc,0.0,1.0,1.0
79,absolute fortune,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
80,absolute fortune,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
81,absolute nightmare,good,2011,MSC Magnifica,Msc,1.0,0.0,1.0
82,absolute worst aspect,good,2014,MSC Lirica,Msc,1.0,0.0,1.0
83,absolutely adorable pictures,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
84,absolutely beautiful place,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
85,absolutely beautiful ship,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
86,absolutely beautiful ship,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
87,absolutely best cabin,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
88,absolutely delicious leg,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
89,absolutely fantastic cruise,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
90,absolutely fantastic place,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
91,absolutely gorgeous furnishings,good,2008,MSC Musica,Msc,0.0,1.0,1.0
92,absolutely gorgeous ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
93,absolutely loved ship,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
94,absolutely mindblowing experience,good,2012,MSC Sinfonia,Msc,0.0,1.0,1.0
95,absolutely outstanding performances,good,2013,MSC Opera,Msc,0.0,1.0,1.0
96,absolutely terrible experience,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
97,absolutely unbearable gaggle,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
98,abu dabhi airport,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
99,abu dhabi,bad,2012,MSC Lirica,Msc,0.0,1.0,1.0
100,abundance,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
101,abundant lounges,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
102,ac,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
103,ac,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
104,acceptable entertainment,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
105,acceptable house wines,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
106,acceptable standard,good,2013,MSC Divina,Msc,0.0,1.0,1.0
107,access,good,2014,MSC Divina,Msc,0.0,1.0,1.0
108,accommodation,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
109,account,bad,2009,MSC Fantasia,Msc,0.0,1.0,1.0
110,account,bad,2013,MSC Armonia,Msc,1.0,0.0,1.0
111,account,good,2013,MSC Preziosa,Msc,1.0,0.0,1.0
112,accounting center,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
113,accounting department people,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
114,accounting desk,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
115,accounting desk,bad,2010,MSC Musica,Msc,1.0,0.0,1.0
116,accounting desk team,good,2009,MSC Opera,Msc,1.0,0.0,1.0
117,accounting office,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
118,accounting office,good,2010,MSC Magnifica,Msc,1.0,0.0,1.0
119,accounting staff,bad,2011,MSC Poesia,Msc,1.0,1.0,2.0
120,accounts staff,good,2013,MSC Armonia,Msc,1.0,0.0,1.0
121,accurate information,bad,2012,MSC Poesia,Msc,1.0,0.0,1.0
122,accurate information,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
123,acidic heartburn,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
124,acrobatic act,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
125,acrobatic cirquetype acts,bad,2009,MSC Lirica,Msc,0.0,1.0,1.0
126,acrobatics,good,2015,MSC Divina,Msc,0.0,1.0,1.0
127,acrobatics team,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
128,acrobats,good,2012,MSC Divina,Msc,0.0,1.0,1.0
129,acrobats,good,2013,MSC Divina,Msc,0.0,1.0,1.0
130,acrobats,good,2014,MSC Opera,Msc,0.0,1.0,1.0
131,acrobats outstandingchoreography boring,bad,2009,MSC Musica,Msc,1.0,0.0,1.0
132,action station,good,2013,MSC Splendida,Msc,1.0,0.0,1.0
133,active boys,good,2013,MSC Opera,Msc,0.0,1.0,1.0
134,actively used elevators,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
135,activities,good,2015,MSC Divina,Msc,0.0,1.0,1.0
136,activities desk,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
137,activities team,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
138,activitiessmall cabin,good,2014,MSC Divina,Msc,1.0,0.0,1.0
139,activity,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
140,actual cruise research,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
141,actual food quality,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
142,actual opera stars,good,2014,MSC Divina,Msc,0.0,1.0,1.0
143,actual orchestra,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
144,actual person,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
145,actual price,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
146,actual time,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
147,actual tournament,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
148,actually performance time,bad,2014,MSC Sinfonia,Msc,1.0,0.0,1.0
149,added bonus,good,2013,MSC Divina,Msc,0.0,1.0,1.0
150,additional bonus,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
151,additional cabins,good,2014,MSC Sinfonia,Msc,1.0,0.0,1.0
152,additional charges,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
153,additional cost,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
154,additional cost,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
155,additional cost,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
156,additional entertainment,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
157,additional items,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
158,additional seasoning,bad,2013,MSC Poesia,Msc,1.0,0.0,1.0
159,additional selections,good,2013,MSC Divina,Msc,0.0,1.0,1.0
160,additional toppers,good,2014,MSC Divina,Msc,0.0,1.0,1.0
161,adequate food,bad,2011,MSC Magnifica,Msc,1.0,0.0,1.0
162,adequate open areas,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
163,adequate quality,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
164,adequate room,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
165,adequate space,good,2013,MSC Orchestra,Msc,1.0,0.0,1.0
166,adequate storage space,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
167,adequate time,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
168,adhd child,good,2014,MSC Opera,Msc,1.0,0.0,1.0
169,adjoining closet houses,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
170,adjoining room,good,2011,MSC Opera,Msc,0.0,1.0,1.0
171,administration,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
172,administration staff,bad,2010,MSC Splendida,Msc,1.0,0.0,1.0
173,adult activities,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
174,adult areas,good,2014,MSC Divina,Msc,0.0,1.0,1.0
175,adult daughter,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
176,adult entertainment,bad,2009,MSC Sinfonia,Msc,1.0,0.0,1.0
177,adult experience,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
178,adult main pool,good,2014,MSC Divina,Msc,1.0,0.0,1.0
179,adult menu,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
180,adult only area,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
181,adult pool,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
182,adult related activities,bad,2014,MSC Preziosa,Msc,1.0,0.0,1.0
183,adult son,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
184,adult traditional introduction,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
185,adults,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
186,adults,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
187,adults,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
188,adults,good,2014,MSC Opera,Msc,0.0,1.0,1.0
189,adults pool,bad,2008,MSC Musica,Msc,2.0,0.0,2.0
190,adultsonly pool,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
191,adultsonly sunbathing area,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
192,advanced technology,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
193,advantage,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
194,advantage,good,2014,MSC Divina,Msc,0.0,1.0,1.0
195,adverse comments,good,2011,MSC Opera,Msc,1.0,0.0,1.0
196,advertisement,bad,2011,MSC Magnifica,Msc,0.0,1.0,1.0
197,advertisement area,bad,2011,MSC Orchestra,Msc,1.0,0.0,1.0
198,advise,good,2014,MSC Opera,Msc,1.0,0.0,1.0
199,advisement,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
200,aerobics classes,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
201,aerobics classes,good,2014,MSC Sinfonia,Msc,0.0,1.0,1.0
202,afew tips,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
203,affordable rate,good,2013,MSC Divina,Msc,0.0,1.0,1.0
204,affordable way,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
205,africana self service,good,2010,MSC Fantasia,Msc,1.0,0.0,1.0
206,aft areas,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
207,aft balcony,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
208,aft balcony,good,2011,MSC Musica,Msc,0.0,2.0,2.0
209,aft bar,bad,2013,MSC Splendida,Msc,0.0,1.0,1.0
210,aft cabin,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
211,aft cabin,good,2014,MSC Divina,Msc,0.0,1.0,1.0
212,aft deck,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
213,aft deck,good,2014,MSC Divina,Msc,0.0,1.0,1.0
214,aft lounge,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
215,aft pool,good,2014,MSC Divina,Msc,0.0,1.0,1.0
216,aft view,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
217,aftercruise blues syndrome,good,2014,MSC Divina,Msc,1.0,0.0,1.0
218,afternoon,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
219,afternoon cookies,bad,2008,MSC Orchestra,Msc,0.0,1.0,1.0
220,afternoon dish,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
221,afternoon everyday,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
222,afternoon fountain drinks,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
223,afternoon tea,bad,2010,MSC Splendida,Msc,0.0,1.0,1.0
224,afternoon tea,bad,2011,MSC Lirica,Msc,1.0,0.0,1.0
225,afternoon tea,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
226,afternoon tea,good,2010,MSC Sinfonia,Msc,0.0,1.0,1.0
227,afternoon tea,good,2011,MSC Musica,Msc,0.0,1.0,1.0
228,afternoon tea,good,2011,MSC Opera,Msc,0.0,1.0,1.0
229,afternoon teas,good,2012,MSC Opera,Msc,0.0,1.0,1.0
230,age appropriate scavenger,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
231,age clientele,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
232,age group,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
233,age group,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
234,aggressimo drink package,good,2014,MSC Divina,Msc,0.0,1.0,1.0
235,aggressive accounts office,bad,2009,MSC Sinfonia,Msc,1.0,0.0,1.0
236,aggressive man,bad,2013,MSC Orchestra,Msc,1.0,0.0,1.0
237,aggressive taxi drivers,bad,2011,MSC Fantasia,Msc,0.0,1.0,1.0
238,ai package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
239,air,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
240,air aboard,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
241,air boat,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
242,air conditioned tour,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
243,air conditioning,bad,2010,MSC Splendida,Msc,0.0,1.0,1.0
244,air conditioning,bad,2014,MSC Magnifica,Msc,1.0,0.0,1.0
245,air conditioning controls,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
246,air conditioning ducts,bad,2011,MSC Musica,Msc,1.0,0.0,1.0
247,air fare,good,2014,MSC Divina,Msc,0.0,1.0,1.0
248,air lovely lounges,good,2010,MSC Sinfonia,Msc,0.0,1.0,1.0
249,airboat ride,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
250,airport,bad,2010,MSC Orchestra,Msc,1.0,0.0,1.0
251,airport,bad,2011,MSC Musica,Msc,1.0,0.0,1.0
252,airport,good,2014,MSC Fantasia,Msc,1.0,0.0,1.0
253,airport shuttle operators,bad,2009,MSC Lirica,Msc,1.0,0.0,1.0
254,airport terminal,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
255,airport transfer,bad,2010,MSC Magnifica,Msc,0.0,1.0,1.0
256,airport transfer,bad,2012,MSC Fantasia,Msc,1.0,0.0,1.0
257,airy,bad,2012,MSC Divina,Msc,0.0,1.0,1.0
258,airy,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
259,ala carte,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
260,ala carte menu,bad,2008,MSC Orchestra,Msc,1.0,0.0,1.0
261,alberobello,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
262,alchemy menu,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
263,alcohol packages,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
264,alcohol prices,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
265,alcoholic beverage,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
266,alcoholic beverages,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
267,alcoholic drinks,bad,2012,MSC Magnifica,Msc,1.0,0.0,1.0
268,alcoholic drinks,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
269,alcoholic drinks,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
270,aldo,good,2013,MSC Divina,Msc,0.0,1.0,1.0
271,alitalia,bad,2010,MSC Magnifica,Msc,1.0,0.0,1.0
272,all inclusive alcohol,good,2014,MSC Divina,Msc,0.0,1.0,1.0
273,allegressimo drink package,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
274,allegrisimo drinks package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
275,allegrisimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
276,allegrisimo package,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
277,allegrisimo package,good,2014,MSC Opera,Msc,0.0,1.0,1.0
278,allegrisimo package,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
279,allegrismo package,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
280,allegrissimo classic code,good,2013,MSC Divina,Msc,1.0,0.0,1.0
281,allegrissimo classic package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
282,allegrissimo drink package,good,2014,MSC Divina,Msc,0.0,1.0,1.0
283,allegrissimo drinks package,good,2013,MSC Divina,Msc,0.0,1.0,1.0
284,allegrissimo drinks package,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
285,allegrissimo package,good,2012,MSC Musica,Msc,0.0,1.0,1.0
286,allegrissimo package,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
287,allegrissimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
288,allegrissimo package,good,2014,MSC Divina,Msc,1.0,1.0,2.0
289,allegrissimo package,good,2014,MSC Musica,Msc,0.0,1.0,1.0
290,allegrissimo package,good,2014,MSC Preziosa,Msc,0.0,2.0,2.0
291,allegrissimo premium package,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
292,allegrissmo drinks packages,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
293,allegrissmo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
294,alligator alley,bad,2011,MSC Poesia,Msc,1.0,0.0,1.0
295,allinclusive allegrissimo package,good,2013,MSC Opera,Msc,0.0,1.0,1.0
296,allinclusive package,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
297,almond,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
298,alot,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
299,alot,good,2011,MSC Splendida,Msc,1.0,0.0,1.0
300,alternate restaurants,good,2012,MSC Fantasia,Msc,1.0,0.0,1.0
301,alternative choices,bad,2009,MSC Poesia,Msc,1.0,0.0,1.0
302,alternative cruise line,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
303,alternative dining venues,good,2011,MSC Splendida,Msc,1.0,0.0,1.0
304,alternative included options,bad,2013,MSC Divina,Msc,1.0,0.0,1.0
305,alternative programme,bad,2012,MSC Lirica,Msc,1.0,0.0,1.0
306,alternative venue,good,2010,MSC Fantasia,Msc,1.0,0.0,1.0
307,always lovely porters,good,2011,MSC Fantasia,Msc,0.0,1.0,1.0
308,amateur night,bad,2010,MSC Fantasia,Msc,1.0,0.0,1.0
309,amateurish entertainment,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
310,amazing 2night getaway,good,2014,MSC Divina,Msc,0.0,1.0,1.0
311,amazing acrobatics,good,2014,MSC Divina,Msc,0.0,1.0,1.0
312,amazing acrobats,good,2014,MSC Divina,Msc,0.0,1.0,1.0
313,amazing area,bad,2014,MSC Fantasia,Msc,0.0,1.0,1.0
314,amazing bargain,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
315,amazing choice,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
316,amazing cocktails,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
317,amazing creme brulee,good,2014,MSC Divina,Msc,0.0,1.0,1.0
318,amazing cruise,good,2011,MSC Musica,Msc,0.0,1.0,1.0
319,amazing cruise,good,2014,MSC Divina,Msc,0.0,1.0,1.0
320,amazing cruise ship,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
321,amazing dancers,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
322,amazing dancers acrobats,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
323,amazing deck chairs,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
324,amazing desserts,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
325,amazing embarkation,good,2014,MSC Divina,Msc,0.0,1.0,1.0
326,amazing experience,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
327,amazing family portraits,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
328,amazing feats,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
329,amazing food,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
330,amazing food,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
331,amazing food,good,2011,MSC Musica,Msc,0.0,1.0,1.0
332,amazing food sculptures,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
333,amazing friends,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
334,amazing gelato,good,2011,MSC Musica,Msc,0.0,1.0,1.0
335,amazing gymnasts,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
336,amazing holiday,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
337,amazing ice sculptures,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
338,amazing itinerary,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
339,amazing kaping,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
340,amazing lighting,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
341,amazing panoramic lifts,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
342,amazing people,good,2014,MSC Divina,Msc,0.0,1.0,1.0
343,amazing performances,good,2014,MSC Divina,Msc,0.0,1.0,1.0
344,amazing pita,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
345,amazing quality camera,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
346,amazing range,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
347,amazing selection,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
348,amazing service,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
349,amazing service,good,2014,MSC Divina,Msc,0.0,1.0,1.0
350,amazing ship,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
351,amazing ship,good,2014,MSC Splendida,Msc,0.0,1.0,1.0
352,amazing shows,good,2013,MSC Divina,Msc,0.0,1.0,1.0
353,amazing staff,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
354,amazing tenor voice,good,2014,MSC Divina,Msc,0.0,1.0,1.0
355,amazing trips,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
356,amazing vacation,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
357,amazing value,good,2014,MSC Opera,Msc,0.0,1.0,1.0
358,amazing value,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
359,amazing view,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
360,amazing views,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
361,amazing views,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
362,amazing views,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
363,amazing voices,good,2013,MSC Divina,Msc,0.0,1.0,1.0
364,amazing waiters,good,2013,MSC Divina,Msc,0.0,1.0,1.0
365,amazing way,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
366,amazing wrapround windows,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
